learning evaluation instances,evaluation time (cpu seconds),average chunk train time,average chunk train speed,average chunk test time,average chunk test speed,model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),labeling cost,newThreshold,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
480000.0,30.190986963,0.01372308735,36434.949894857295,0.009293941949999999,53798.485367126705,7.830663761854214E-7,480000.0,89.69604166666667,79.39209900106252,79.40564128615328,79.34526593612189,480000.0,125640.0,0.25856875,0.5,476.09999999999997,303.0557154495963,5608.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
490000.0,30.836463053,0.01501155605,33307.67299103546,0.01069627205,46745.25831642436,7.997780880818186E-7,490000.0,89.70346938775509,79.40695080095892,79.41970695731627,79.36001440008508,490000.0,125640.0,0.2582816326530612,0.5,471.3,299.35191107902864,5608.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
500000.0,31.380350933,0.012559244150000001,39811.31300803639,0.0089328651,55973.08303693067,8.137493164732163E-7,500000.0,89.7146,79.42921354314754,79.44161726317304,79.38326591646188,500000.0,125640.0,0.258004,0.5,462.1000000000001,292.89378051892237,5608.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
510000.0,31.890134208,0.011927351999999999,41920.453089671544,0.0082630616,60510.25929662681,8.268743604808157E-7,510000.0,89.73,79.46000211764928,79.47738386308069,79.41196124290009,510000.0,125640.0,0.2578254901960784,0.5,483.6,305.60075625270014,5608.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
520000.0,32.343762441,0.010691759050000001,46764.989527144266,0.0072776963,68703.05923592883,8.385556413566736E-7,520000.0,89.74596153846154,79.49193401900774,79.51185961352991,79.45557524851661,520000.0,125640.0,0.25761538461538463,0.5,460.7999999999999,291.10318903554906,5608.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
530000.0,32.889143557,0.0127231327,39298.497609790706,0.0088331405,56605.0092829385,8.525685803679792E-7,530000.0,89.7545283018868,79.50906964969022,79.53654712913972,79.47505490227206,530000.0,125640.0,0.2574377358490566,0.5,469.8,300.76894047683106,5608.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
540000.0,33.533552551,0.015148880049999999,33005.74024942524,0.0104896091,47666.21856290145,8.692352175676307E-7,540000.0,89.76462962962964,79.52927112329623,79.55560980661961,79.49690993938586,540000.0,125640.0,0.2572685185185185,0.5,477.40000000000003,305.2005533706939,5608.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
550000.0,34.027101717,0.0118251905,42282.61692697466,0.007783861899999999,64235.46645913644,8.819823400781533E-7,550000.0,89.76454545454546,79.52910100148097,79.55785857720225,79.49815175628676,550000.0,125640.0,0.2571727272727273,0.5,479.70000000000005,306.48257155451216,5608.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
560000.0,34.510922578,0.01135170075,44046.263287904236,0.00772194395,64750.534740672396,8.943814137688881E-7,560000.0,89.76553571428572,79.53107797288264,79.56099996433794,79.49606828800594,560000.0,125640.0,0.25695535714285717,0.5,456.6,288.86798214947794,5608.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
570000.0,35.086779883,0.012904707100000001,38745.5520009439,0.009635248150000001,51892.79946048924,9.090338082391812E-7,570000.0,89.75508771929825,79.51018471444749,79.53279708392478,79.47524735075478,570000.0,125640.0,0.25675087719298245,0.5,465.5,299.1979092321484,5608.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
580000.0,35.5641198,0.0110905108,45083.586231213085,0.0077630782499999995,64407.44043768978,9.212898318593433E-7,580000.0,89.7544827586207,79.5089735635631,79.53592164803604,79.47215697112064,580000.0,125640.0,0.2566413793103448,0.5,483.19999999999993,306.59992027251263,5608.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
590000.0,36.066045972,0.0119291699,41914.06478333417,0.0080261975,62296.00006727968,9.342620809921106E-7,590000.0,89.7706779661017,79.5413612583846,79.56781388168541,79.50244531992936,590000.0,125640.0,0.2564474576271186,0.5,461.5,291.0224313614941,5608.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
600000.0,36.666775167,0.0139974419,35720.812672206914,0.00994796255,50261.54828055721,9.498281062064735E-7,600000.0,89.77033333333333,79.54067199427567,79.56682113561307,79.49898126189919,600000.0,125640.0,0.25630833333333336,0.5,478.6,301.97505415734815,5608.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
610000.0,37.35668053,0.0159133293,31420.20067416062,0.0114458043,43684.12973826575,9.676132709695068E-7,610000.0,89.77573770491803,79.55147921883331,79.57879295892708,79.50901540240761,610000.0,125640.0,0.2561229508196721,0.5,460.9,292.16374784623014,5608.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
620000.0,37.989188364,0.0145827914,34286.98842938945,0.01052309195,47514.55203239956,9.839336807613304E-7,620000.0,89.79225806451613,79.58451502370689,79.61102180069135,79.54168565803893,620000.0,125640.0,0.25593387096774195,0.5,461.1,294.8417466295361,5608.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
630000.0,38.629350504,0.0150300656,33266.654538087976,0.010371089699999999,48210.94161397524,1.0004460359691685E-6,630000.0,89.80111111111111,79.6022163761938,79.6322888434533,79.55952433973188,630000.0,125640.0,0.25582063492063495,0.5,464.6,300.00303702166457,5608.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
640000.0,39.159431074,0.0124273149,40233.952710090256,0.00859024475,58205.55927699266,1.0141087771493985E-6,640000.0,89.805,79.6099891168317,79.64003095434235,79.56760277575971,640000.0,125640.0,0.255659375,0.5,458.5,293.67867928514437,5608.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
650000.0,39.739446477,0.0130937737,38186.088400168395,0.00992063145,50400.017631942166,1.0290695940195627E-6,650000.0,89.80723076923077,79.61444933897603,79.64327413507036,79.57260108406766,650000.0,125640.0,0.2554646153846154,0.5,447.4,285.06264418739806,5608.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
660000.0,40.207337486,0.011054383650000001,45230.925199524805,0.007524106149999999,66453.07628999892,1.041146785752759E-6,660000.0,89.80863636363637,79.61725423119434,79.63849805051704,79.57239389567991,660000.0,125640.0,0.25536363636363635,0.5,464.90000000000003,295.15022540319285,5608.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
670000.0,40.723602688,0.01203111515,41558.907363628714,0.0084016287,59512.27051964341,1.0544293597277297E-6,670000.0,89.80880597014925,79.61759650978837,79.63360108332861,79.5745050001047,670000.0,125640.0,0.25522388059701495,0.5,455.9000000000001,292.86418922997973,5608.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
680000.0,41.229104806,0.01147080545,43588.918160930014,0.00844815995,59184.48549260717,1.067377945261453E-6,680000.0,89.82132352941177,79.64262334635397,79.66154985366542,79.59679986793856,680000.0,125640.0,0.2550838235294118,0.5,470.0,294.29010630102175,5608.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
690000.0,41.779783475,0.0128236932,38990.32768500731,0.0090799331,55066.48501628278,1.0816166857255665E-6,690000.0,89.83202898550725,79.66403426084176,79.68437359741709,79.61785845016823,690000.0,125640.0,0.25491159420289855,0.5,450.2,284.2122837285929,5608.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
700000.0,42.288902661,0.01182614095,42279.21873364785,0.00832610175,60052.11262281295,1.0947169162374033E-6,700000.0,89.83428571428571,79.66854659515333,79.68975211565082,79.61960023943246,700000.0,125640.0,0.2547785714285714,0.5,456.5,292.89332529096663,5608.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
710000.0,42.789121299,0.01145331395,43655.48715269435,0.00826446765,60499.964568195755,1.1075347195949448E-6,710000.0,89.84211267605635,79.68419150753135,79.70452083128141,79.63287725392186,710000.0,125640.0,0.25462112676056337,0.5,454.3,287.31595075031174,5608.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
720000.0,43.341792339,0.0125560116,39821.56244583272,0.009213162649999999,54270.180500937975,1.1216860577349594E-6,720000.0,89.84902777777778,79.69803165938688,79.72250120687838,79.64961032235071,720000.0,125640.0,0.2545138888888889,0.5,471.7,300.9802688254202,5608.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
730000.0,43.883144914,0.01246688145,40106.260896545224,0.00885421645,56470.27072621429,1.1355461179482793E-6,730000.0,89.85438356164383,79.70874436722896,79.72926000837509,79.66179422611675,730000.0,125640.0,0.2544054794520548,0.5,464.5,290.7049860062412,5608.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
740000.0,44.463526659,0.013495847799999999,37048.432037000304,0.00958008885,52191.58275343136,1.1505469341795935E-6,740000.0,89.86094594594594,79.72186316003828,79.74253260866631,79.6747042458031,740000.0,125640.0,0.2542891891891892,0.5,457.3,295.9560965939224,5608.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
750000.0,44.957700577,0.0115683771,43221.274313403905,0.00798208865,62640.24642221933,1.1632559716674543E-6,750000.0,89.87026666666667,79.7404979445754,79.76260558484212,79.69244504319562,750000.0,125640.0,0.254224,0.5,469.9,306.6117523296631,5608.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
760000.0,45.476971073,0.0122765287,40728.12536983683,0.00832711355,60044.815889414655,1.1766496403958693E-6,760000.0,89.8807894736842,79.76154502076615,79.78227551269883,79.71278285138465,760000.0,125640.0,0.25415657894736843,0.5,472.1,300.4786736747441,5608.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
770000.0,45.972788956,0.0118021012,42365.337453639186,0.00793592115,63004.6582557086,1.1894806015192575E-6,770000.0,89.88610389610389,79.77216244282207,79.78580643151751,79.72106273224158,770000.0,125640.0,0.25405064935064936,0.5,460.9,298.04416153017024,5608.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
780000.0,46.455451153,0.0112643365,44387.87850487244,0.0077889841,64193.2238634304,1.2018664632613815E-6,780000.0,89.89217948717949,79.7843171857116,79.79389211243928,79.73426623757184,780000.0,125640.0,0.25395897435897435,0.5,472.5,301.51294425870935,5608.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
790000.0,46.960017614,0.01200324895,41655.38864375549,0.00801996745,62344.39268204262,1.2148828185292937E-6,790000.0,89.8972151898734,79.79437775059218,79.81068405688585,79.74330144694329,790000.0,125640.0,0.2539164556962025,0.5,482.50000000000006,307.30703068935975,5608.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
800000.0,47.500885502,0.01208726005,41365.86769306746,0.0092480408,54065.50542034806,1.2287521115571304E-6,800000.0,89.9075,79.81494150912522,79.83224343186575,79.76273726899717,800000.0,125640.0,0.25374625,0.5,449.5,285.48292418286593,5608.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
810000.0,48.104063228,0.013800336299999999,36231.001124226226,0.010104583949999999,49482.49254735521,1.2442918194846294E-6,810000.0,89.91493827160494,79.8298130079509,79.84386141960762,79.7762962119393,810000.0,125640.0,0.2536395061728395,0.5,449.8,289.60540203678676,5608.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
820000.0,48.681666791,0.0131084641,38143.29399582366,0.00967239565,51693.50159905835,1.2591008170947477E-6,820000.0,89.9189024390244,79.8377468045226,79.85097545994326,79.78672939427433,820000.0,125640.0,0.25355731707317075,0.5,480.5,301.9158271218431,5608.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
830000.0,49.290166756,0.0145844855,34283.00573235854,0.0098112161,50962.08206034724,1.2749595638960643E-6,830000.0,89.92240963855421,79.84475219129209,79.8569536423841,79.7896425663317,830000.0,125640.0,0.25352530120481925,0.5,475.5,301.80024666803854,5608.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
840000.0,49.764959869,0.0111259793,44939.86430479877,0.0076717747,65173.968156285926,1.2871792912073476E-6,840000.0,89.93011904761904,79.86018226067605,79.87585826239633,79.80807562393326,840000.0,125640.0,0.2534440476190476,0.5,465.2,298.0510023469137,5608.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
850000.0,50.2604265,0.01120476225,44623.883027950906,0.00838861865,59604.56910268534,1.299916226253104E-6,850000.0,89.93917647058824,79.87829700144962,79.89637524948222,79.82666172852319,850000.0,125640.0,0.2533458823529412,0.5,472.5,299.8248562818708,5608.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
860000.0,50.787781975,0.01234990515,40486.14089963274,0.008627330499999999,57955.3547879034,1.3135527542865878E-6,860000.0,89.94744186046512,79.8948240683622,79.91202857096386,79.84252115378786,860000.0,125640.0,0.2532686046511628,0.5,471.8,298.5802702419866,5608.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
870000.0,51.261460761,0.0112253224,44542.15052210884,0.00762086005,65609.39273514149,1.3258039631489708E-6,870000.0,89.95218390804598,79.90431310346702,79.92329069153212,79.85291168939523,870000.0,125640.0,0.2531896551724138,0.5,461.4,295.69548901229825,5608.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
880000.0,51.714462519,0.01025583305,48752.74368862703,0.00758578885,65912.72310459841,1.3374021442087412E-6,880000.0,89.95977272727272,79.91949849282837,79.93555141239601,79.86981474688605,880000.0,125640.0,0.2530590909090909,0.5,459.90000000000003,293.946499289317,5608.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
890000.0,52.159164016,0.01025616135,48751.18311199346,0.00732129715,68293.90881914963,1.348828602374722E-6,890000.0,89.9676404494382,79.93524588067493,79.94879856276668,79.88913890071377,890000.0,125640.0,0.25300786516853935,0.5,467.8,292.0550937370855,5608.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
900000.0,52.634167472,0.0111680824,44770.44331263172,0.007654537,65320.73723074302,1.3610644937664314E-6,900000.0,89.97311111111111,79.94619519702167,79.9636316000986,79.90120091226571,900000.0,125640.0,0.25295,0.5,469.90000000000003,301.81431009443173,5608.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
910000.0,53.08334564,0.0104383968,47900.075996344574,0.00734607905,68063.52022579992,1.372625526284524E-6,910000.0,89.98692307692308,79.97382359142378,79.99055733672975,79.92920517722935,910000.0,125640.0,0.25285604395604394,0.5,464.0,300.18882946127985,5608.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
920000.0,53.575579108,0.0114059333,43836.83358905842,0.0080657511,61990.50699692431,1.3852833509192845E-6,920000.0,89.99565217391304,79.99128829537379,80.00595216113412,79.94889189524798,920000.0,125640.0,0.2527619565217391,0.5,456.29999999999995,289.5517800555426,5608.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
930000.0,54.037427342,0.010826698499999999,46182.13022187697,0.00750030065,66663.99432934732,1.3971970578465653E-6,930000.0,90.00236559139785,80.00470932987803,80.0240198174236,79.96064460091772,930000.0,125640.0,0.25271505376344083,0.5,473.19999999999993,304.3593636184407,5608.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
940000.0,54.494816494,0.010422755799999999,47971.957665937065,0.00766161615,65260.382432497616,1.4089530417702204E-6,940000.0,90.00765957446808,80.01530693095162,80.03642956278149,79.97531237941334,940000.0,125640.0,0.25259468085106385,0.5,457.2,287.88647453852747,5608.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
950000.0,54.949383733,0.010331185599999999,48397.155888865265,0.00756069605,66131.47740544338,1.4205838948417498E-6,950000.0,90.01515789473684,80.03030983737753,80.05177587900174,79.99177362709219,950000.0,125640.0,0.25248947368421054,0.5,460.9,294.47107007499244,5608.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
960000.0,55.400921636,0.0102113131,48965.29908577576,0.007637374099999999,65467.52764147039,1.4321866687927438E-6,960000.0,90.02010416666667,80.04020325709962,80.05836353153484,80.00075148261257,960000.0,125640.0,0.252378125,0.5,461.1,295.53132941647095,5608.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
970000.0,55.861432593,0.010495296749999999,47640.38710958792,0.0076959807000000005,64968.97789777461,1.4440121480432382E-6,970000.0,90.03,80.05999694675722,80.07659599014428,80.02049413169546,970000.0,125640.0,0.25227525773195875,0.5,454.80000000000007,293.2817378865888,5608.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
980000.0,56.320343862,0.01041010845,48030.23930072506,0.0077201249999999996,64765.790709347326,1.4557979448383717E-6,980000.0,90.03714285714285,80.07427907780071,80.0903759410762,80.03386447665478,980000.0,125640.0,0.2521765306122449,0.5,460.1,292.1219113848037,5608.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
990000.0,56.816515799,0.01160259035,43093.825164653856,0.00809351895,61777.8253302292,1.468601659832154E-6,990000.0,90.04232323232323,80.0846407222931,80.10116852471987,80.04590730691301,990000.0,125640.0,0.2521232323232323,0.5,469.6,299.90487380723465,5608.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
999500.0,57.246851065,0.00986493775,50684.55703128993,0.007158353500000001,69848.46445484985,1.4796678742860487E-6,999500.0,90.05222611305653,80.10444106643993,80.12012540388369,80.06160312507521,999500.0,125640.0,0.25203001500750377,0.5,459.7000000000001,291.03037260357866,5608.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1000000.0,57.268693974,2.065763E-5,2.4204131838937964E7,1.5618398E-5,3.201352661137205E7,1.4802574170182502E-6,1000000.0,90.0524,80.10479005557826,80.12153766528583,80.06269240636223,1000000.0,125640.0,0.252027,0.5,461.7,292.7479196244517,5608.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
